Date,Real,Predicted
2020-08-28,42.96999999999999,27.707064
2020-08-31,42.60999999999999,27.268877
2020-09-01,42.75999999999999,27.06961
2020-09-02,41.510000000000005,26.383923
2020-09-03,41.36999999999998,26.312275
2020-09-04,39.77,26.500654
2020-09-06,38.749999999999986,26.439526
2020-09-07,39.2,26.243664
2020-09-08,36.76,26.012054
2020-09-09,38.05,26.01552
2020-09-10,37.29999999999998,25.853077
2020-09-11,37.330000000000005,26.008085
2020-09-14,37.260000000000005,26.139969
2020-09-15,38.28,26.006758
2020-09-16,40.16,26.043772
2020-09-17,40.97000000000001,25.89466
2020-09-18,41.11,26.322603
2020-09-21,39.31000000000001,26.53527
2020-09-22,39.599999999999994,26.887093
2020-09-23,39.92999999999999,26.961508
2020-09-24,40.31000000000002,27.326057
2020-09-25,40.25,27.063051
2020-09-28,40.6,26.980942
2020-09-29,39.29,26.984108
2020-09-30,40.22,26.976696
2020-10-01,38.71999999999999,27.210209
2020-10-02,37.04999999999999,26.9397
2020-10-05,39.220000000000006,26.932411
2020-10-06,40.67000000000001,26.84155
2020-10-07,39.949999999999996,26.73192
2020-10-08,41.18999999999998,26.43107
2020-10-09,40.6,26.249071
2020-10-12,39.43000000000001,26.213518
2020-10-13,40.19999999999999,25.606571
2020-10-14,41.039999999999985,25.618538
2020-10-15,40.96,25.521542
2020-10-16,40.88000000000001,25.766642
2020-10-19,40.82999999999999,25.69891
2020-10-20,41.46,26.13679
2020-10-21,40.03,26.085045
2020-10-22,40.640000000000015,26.335953
2020-10-23,39.85,26.37819
2020-10-26,38.56000000000001,25.997316
2020-10-27,39.56999999999999,25.991058
2020-10-28,37.39,26.331774
2020-10-29,36.17,26.22975
2020-10-30,35.79,26.148972
2020-11-02,36.81,26.488972
2020-11-03,37.66,26.639671
2020-11-04,39.15,26.352682
2020-11-05,38.79,26.17959
2020-11-06,37.14000000000001,26.344896
2020-11-09,40.28999999999999,26.605223
2020-11-10,41.36000000000001,26.730543
2020-11-11,41.45000000000001,26.838993
2020-11-12,41.12000000000001,26.980736
2020-11-13,40.13000000000002,26.680048
2020-11-16,41.34,26.802624
2020-11-17,41.43,26.560736
2020-11-18,41.82,26.561836
2020-11-19,41.739999999999995,26.584005
2020-11-20,42.15,26.706936
2020-11-23,43.06,26.50372
2020-11-24,44.91,26.60191
2020-11-25,45.71,26.49752
2020-11-26,44.98,26.38519
2020-11-27,45.53,26.543087
2020-11-30,45.34000000000001,26.551773
2020-12-01,44.550000000000004,26.469595
2020-12-02,45.28000000000001,26.332666
2020-12-03,45.64000000000001,26.2074
2020-12-04,46.25999999999999,26.170088
2020-12-07,45.760000000000005,26.709467
2020-12-08,45.599999999999994,26.939575
2020-12-09,45.52000000000001,27.224752
2020-12-10,46.78,27.740494
2020-12-11,46.57,27.904676
2020-12-14,46.99,26.903154
2020-12-15,47.62,26.715986
2020-12-16,47.82,26.524408
2020-12-17,48.36,26.440207
2020-12-18,49.1,26.55589
2020-12-21,47.739999999999995,26.983116
2020-12-22,47.02,26.823416
2020-12-23,48.12,26.879921
2020-12-24,48.230000000000004,26.585106
2020-12-28,47.62,26.601164
2020-12-29,48.0,26.4858
2020-12-30,48.39999999999999,26.728039
2020-12-31,48.51999999999999,26.678692
2021-01-04,47.62,27.096079
2021-01-05,49.93,26.694635
2021-01-06,50.62999999999999,26.506357
2021-01-07,50.83,26.332115
2021-01-08,52.24,26.560877
2021-01-11,52.25,26.478233
2021-01-12,53.21000000000001,26.762812
2021-01-13,52.91,27.053038
2021-01-14,53.57000000000001,27.493206
2021-01-15,52.36000000000001,27.411295
2021-01-17,52.199999999999996,27.472137
2021-01-18,52.36000000000001,27.470829
2021-01-19,52.97999999999999,27.465055
2021-01-20,53.24000000000001,27.085718
2021-01-21,53.13,26.76771
2021-01-22,52.27,26.664637
2021-01-25,52.76999999999999,26.46471
2021-01-26,52.61,26.257944
2021-01-27,52.850000000000016,26.538984
2021-01-28,52.34000000000002,26.818624
2021-01-29,52.199999999999996,26.831343
2021-02-01,53.54999999999999,26.99429
2021-02-02,54.75999999999999,27.051813
2021-02-03,55.68999999999998,27.147131
2021-02-04,56.23,27.660084
2021-02-05,56.85,27.566017
2021-02-08,57.970000000000006,27.4801
2021-02-09,58.36000000000001,27.556927
2021-02-10,58.67999999999999,27.321909
2021-02-11,58.24000000000001,27.139755
2021-02-12,59.47,26.953945
2021-02-14,60.37,26.934978
2021-02-15,60.09,27.05295
2021-02-16,60.050000000000004,26.84018
2021-02-17,61.140000000000015,26.759525
2021-02-18,60.519999999999996,26.770786
2021-02-19,59.24000000000001,26.39539
2021-02-22,61.49,27.216385
2021-02-23,61.67,27.182066
2021-02-24,63.22,27.299425
2021-02-25,63.53000000000001,27.587801
2021-02-26,61.50000000000001,27.935896
2021-03-01,60.63999999999999,28.015396
2021-03-02,59.75000000000001,28.219278
2021-03-03,61.28,28.474575
2021-03-04,63.829999999999984,28.085268
2021-03-05,66.09,28.183681
2021-03-08,65.05,28.38664
2021-03-09,64.01,28.69218
2021-03-10,64.44,28.552177
2021-03-11,66.02,28.915892
2021-03-12,65.60999999999999,28.55907
2021-03-15,65.39000000000001,28.521372
2021-03-16,64.8,28.311155
2021-03-17,64.60000000000001,28.174187
2021-03-18,60.0,27.946371
2021-03-19,61.42000000000001,27.549812
2021-03-22,61.55,27.756828
2021-03-23,57.760000000000005,27.56242
2021-03-24,61.17999999999999,27.4319
2021-03-25,58.559999999999995,27.405437
2021-03-26,60.96999999999999,27.701979
2021-03-29,61.56000000000001,27.551453
2021-03-30,60.55,27.301636
2021-03-31,59.15999999999999,27.443432
2021-04-01,61.45,27.393074
2021-04-05,58.64999999999999,27.489843
2021-04-06,59.32999999999999,27.66451
2021-04-07,59.769999999999996,27.98879
2021-04-08,59.60000000000001,28.1827
2021-04-09,59.32,28.300453
2021-04-12,59.7,28.195223
2021-04-13,60.18,27.846119
2021-04-14,63.15,27.812738
2021-04-15,63.46000000000001,27.59605
2021-04-16,63.13000000000001,27.143915
2021-04-19,63.38,26.82703
2021-04-20,62.44,26.845896
2021-04-21,61.35000000000001,26.591518
2021-04-22,61.43,26.659481
2021-04-23,62.14,26.866167
2021-04-26,61.91,26.723291
2021-04-27,62.940000000000005,26.770214
2021-04-28,63.86000000000001,26.818424
2021-04-29,65.01,26.738276
2021-04-30,63.58000000000001,26.511126
2021-05-03,64.48999999999998,26.596283
2021-05-04,65.69,26.36413
2021-05-05,65.63,26.499327
2021-05-06,64.71,26.700483
2021-05-07,64.9,27.21103
2021-05-10,64.91999999999999,27.60711
2021-05-11,65.27999999999999,27.748474
2021-05-12,66.08000000000001,27.452679
2021-05-13,63.82000000000001,27.6689
2021-05-14,65.37,27.17898
2021-05-17,66.26999999999998,27.356756
2021-05-18,65.49,27.518078
2021-05-19,63.36,27.695442
2021-05-20,62.04999999999998,27.566605
2021-05-21,63.58000000000001,27.817259
2021-05-24,66.05000000000001,27.444143
2021-05-25,66.07,27.517252
2021-05-26,66.20999999999998,27.909801
2021-05-27,66.85,28.296505
2021-05-28,66.32,28.122047
2021-05-30,66.59,28.448715
2021-05-31,66.95999999999998,27.835995
2021-06-01,67.71999999999998,28.010221
2021-06-02,68.83,27.733362
2021-06-03,68.80999999999999,28.197084
2021-06-04,69.62,27.896355
2021-06-07,69.23,28.552006
2021-06-08,70.05,28.370773
2021-06-09,69.96,28.345448
2021-06-10,70.28999999999999,28.488941
2021-06-11,70.91,28.815996
2021-06-14,70.88,28.448027
2021-06-15,72.12,28.33189
2021-06-16,72.15,28.107893
2021-06-17,71.04,28.169662
2021-06-18,71.63999999999999,28.021936
2021-06-21,73.66,28.250912
2021-06-22,73.05999999999999,28.682663
2021-06-23,73.08,28.928606
2021-06-24,73.3,29.278563
2021-06-25,74.04999999999998,29.280668
